subject,predicate,object,src_url
경어법,defines,phenomena greece politeness,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
경어법,defines,oxford university press,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
표준어,defines,standard 표준말 통일을,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
표준어,defines,어떠한 공식적인 의미한다,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
표준어,defines,수도에서 나라의 대개,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
표준어,defines,표준어 대한민국 교양,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
표준어,defines,조선민주주의인민공화국의 문화어 표준어,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
표준어,defines,한국어의 로마자 표기법,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
방언,defines,집단에서 일컫는 dialect,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,학술적 의미로서의 분화체를,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,방언을 의미하지만 계층별,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,극단적인 개개인이 개인어,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,통일된 존재하지 완전히,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,방언을 않는데 기존에,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,사람들은 자신이 적절한,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,방언과 의해 언어적,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,한국어권에선 시기 방언이라는,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,것은 이후이며 지방에서만,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,변방의 대비되는 용례로도,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,간행된 한불 이전까지,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,중앙어를 경음 이라,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,세기 현대적 개념으로서,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어 시간적 전파,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,요소로 인하여 분화한,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,다양성 요인이라 지리적,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어 있으면서도 요소로는,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,사회적 성별 계층,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,사용역 register 맥락에서,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,대화 표준에 변칙성을,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,특정 화자들은 주민이라는,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,정의내리기 힘들다 뚜렷하게,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,공통된 상당 부분,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,삼을 명칭이 권력에,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,서로 근본으로 차이,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,묶은 용어라고도 하나의,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,연구와 있어 일반인들에,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,허나 규정하려 시도는,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,나누는 가장 en,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,일종의 언어으로 간주되려면,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어 구술 기반으로,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어는 어족의 힌디어,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,거리는 어족을 정하거나,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,example_of,독일어처럼 간주된다 네덜란드어와,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,구분 기준에 따르면,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,자매 언어의 면에서,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,프랑스어와 스페인어의 언어인,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,가까우면 측면에서 이유이기도,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,유사성이 말들은 것이라고,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,분화체로서 체계의 전반을,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,역사비교언어학에서 변화의 예시로,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,대한 언어에 가능하게,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,연구하기 위해선 자료에,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어의 있다고 음운체계를,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어의 어휘만으로는 형태에서의,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,공통적으로 어휘가 흔적이라고,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,사라지고 중앙어에서는 음운을,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,방언과 연구의 중점이,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,개념은 영어학에서 다루는,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,사용되는 지역사회에서 어형과,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,raimo anttila,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,an introduction to,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,publishing co inc,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,collier publishers macmillan,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,소쉬르의 일반언어학강의 강의노트,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,언어학 한국언어학회,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,일에 확인함,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,정승철,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,개념사 방언,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,방언학 한국방언학회,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,최명옥,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,국어방언학의 체계,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,하신영,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,악센트와 악센트의 개념에,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,gordon matthew,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,structural dialectology,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,handbook of dialectology,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,ch doi,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,곽충구,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,옛말을 간직한 함경도,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,새국어생활 국립국어원,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,박경래,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,내고향은 충청이여유,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,위키낱말사전에 글이 관련,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
방언,defines,위키미디어 공용에 미디어,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%96%B8
인터넷 속어,defines,인터넷 인터넷에서 속어이며,https://ko.wikipedia.org/wiki/%EC%9D%B8%ED%84%B0%EB%84%B7_%EC%86%8D%EC%96%B4
인터넷 속어,defines,인터넷의 특성상 시간이,https://ko.wikipedia.org/wiki/%EC%9D%B8%ED%84%B0%EB%84%B7_%EC%86%8D%EC%96%B4
맞춤법,defines,언어를 정자법 철자법,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,또는 표기하기 규칙,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,맞춤법은 타이포그래피와 구별된다,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,국내 국제 상당한,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,과정은 이상 말하기에서,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,도입하려는 눈에 띄는,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,honor honour and,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,영어로는 오소그래피 그리스어의,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,한국어의 로마자 표기법,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
맞춤법,defines,온라인 검사기 보관됨,https://ko.wikipedia.org/wiki/%EB%A7%9E%EC%B6%A4%EB%B2%95
존댓말,defines,또는 높임말 존댓말,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,한자로 경칭 이라고,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,유럽권의 사용이 드물다,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,인칭 쓰이고 경어,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,독일어와 경어는 별도의,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,구별 사용 보통,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,비유럽권의 체계가 발달되어,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,수준에 개의 따라,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,네팔어에서는 존칭 등급에,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,brown penelope levinson,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,some universals language,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,cambridge england university,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,frawley william,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,semantics linguistic,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,lawrence erlbaum,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,levinson stephen,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,sifianou maria,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,phenomena greece politeness,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
존댓말,defines,oxford university press,https://ko.wikipedia.org/wiki/%EB%86%92%EC%9E%84%EB%A7%90
반말,defines,반말은 높임 예사말,https://ko.wikipedia.org/wiki/%EC%98%88%EC%82%AC%EB%A7%90
반말,defines,관계가 아닐 경우에,https://ko.wikipedia.org/wiki/%EC%98%88%EC%82%AC%EB%A7%90
반말,defines,예사말 위키낱말사전에 글이,https://ko.wikipedia.org/wiki/%EC%98%88%EC%82%AC%EB%A7%90
속어,defines,slang 화자가 속되게,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,일반 대중에게 통용되면서도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,평판이 뜻하였다 낮은,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,중산 계급의 어법에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,불명확하나 느슨하게 걸다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,words 단어 profane,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,글자 word 알파벳,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,개념으로 토속적인 글에서,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,통속적으로 말로 정의된다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,집단에 속한 사람이라도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,결국 개인적인 욕구에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,보통어 표현 속어가,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,다음은 속어의 예이다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,점에서 점잖지 못하고,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,둘은 혼동되기에 비속어,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,비어보다는 야비하며 천하지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,아랫사람이 들어서 불쾌감과,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,욕설 남을 비난하거나,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,단어나 형식으로만 구성된,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,심지어 보통어일지라도 비난이나,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,광범위하게 일반인에게도 구별하기,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,집단보다 청소년층이나 속어로,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,쓰이는 속어는 세대에까지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,획득하면 빠른 유행어는,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,금세 많다는 점에서도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,대화 싶을 표시할,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,그래서 표현도 단지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,자제하는 사용을 배경을,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,국어 어휘론 개설,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,isbn,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,비속어와 욕설의 개념에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,어문론집 중앙어문학회,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,jll doi,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,issn,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,일에 확인함,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,우리말 어원 연구,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,충북 충북대학교 출판부,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
속어,defines,위키미디어 공용에 미디어,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
신조어,defines,새로 또는 신어,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
신조어,defines,일반어의 준말 혼종어,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
신조어,defines,표준어로 인정되어 등재되기도,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
신조어,defines,주류 사회에서는 사용되지,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
신조어,defines,목록 인터넷 신조어,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
신조어,defines,위키미디어 공용에 미디어,https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A1%B0%EC%96%B4
관용구,defines,관용구 idiomatic phrase,https://ko.wikipedia.org/wiki/%EA%B4%80%EC%9A%A9%EA%B5%AC
관용구,defines,넓다 극히 드물게,https://ko.wikipedia.org/wiki/%EA%B4%80%EC%9A%A9%EA%B5%AC
비속어,defines,slang 화자가 속되게,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,일반 대중에게 통용되면서도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,평판이 뜻하였다 낮은,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,중산 계급의 어법에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,불명확하나 느슨하게 걸다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,words 단어 profane,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,글자 word 알파벳,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,개념으로 토속적인 글에서,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,통속적으로 말로 정의된다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,집단에 속한 사람이라도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,결국 개인적인 욕구에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,보통어 표현 속어가,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,다음은 속어의 예이다,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,점에서 점잖지 못하고,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,둘은 혼동되기에 비속어,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,비어보다는 야비하며 천하지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,아랫사람이 들어서 불쾌감과,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,욕설 남을 비난하거나,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,단어나 형식으로만 구성된,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,심지어 보통어일지라도 비난이나,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,광범위하게 일반인에게도 구별하기,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,집단보다 청소년층이나 속어로,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,쓰이는 속어는 세대에까지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,획득하면 빠른 유행어는,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,금세 많다는 점에서도,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,대화 싶을 표시할,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,그래서 표현도 단지,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,자제하는 사용을 배경을,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,국어 어휘론 개설,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,isbn,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,비속어와 욕설의 개념에,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,어문론집 중앙어문학회,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
비속어,defines,jll doi,https://ko.wikipedia.org/wiki/%EC%86%8D%EC%96%B4
